"","Date","Year","Month","DOY","Variable","Value"
"443",2020-06-18,2020,6,170,"Discharge_cfs",104
"444",2020-06-18,2020,6,170,"Phosphorus_mg.L",0.116
"445",2020-07-30,2020,7,212,"Discharge_cfs",60
"446",2020-07-30,2020,7,212,"Phosphorus_mg.L",0.089
"447",2020-08-13,2020,8,226,"Discharge_cfs",14
"448",2020-08-13,2020,8,226,"Phosphorus_mg.L",0.046
"449",2020-10-13,2020,10,287,"Discharge_cfs",12
"450",2020-10-13,2020,10,287,"Phosphorus_mg.L",0.018
"451",2021-05-25,2021,5,145,"Discharge_cfs",533
"452",2021-05-25,2021,5,145,"Phosphorus_mg.L",0.129
"453",2021-06-28,2021,6,179,"Discharge_cfs",255
"454",2021-06-28,2021,6,179,"Phosphorus_mg.L",0.096
"455",2021-07-20,2021,7,201,"Discharge_cfs",125
"456",2021-07-20,2021,7,201,"Phosphorus_mg.L",0.097
"457",2021-08-16,2021,8,228,"Discharge_cfs",102
"458",2021-08-16,2021,8,228,"Phosphorus_mg.L",0.099
